"method","path","source","generic_auth_middleware","generic_idempotency_middleware","openapi_literal_or_parameter_match"
"GET","/v1/unconditionals","api/src/routes/unconditionals.ts:178","api/src/index.ts:486;api/src/index.ts:487","","false"
"GET","/v1/unconditionals/:id","api/src/routes/unconditionals.ts:206","api/src/index.ts:487","","false"
"DELETE","/v1/unconditionals/:id","api/src/routes/unconditionals.ts:219","api/src/index.ts:487","","false"
"POST","/v1/memorial-honors","api/src/routes/memorial-honors.ts:33","api/src/index.ts:488;api/src/index.ts:489","","false"
"GET","/v1/memorial-honors","api/src/routes/memorial-honors.ts:156","api/src/index.ts:488;api/src/index.ts:489","","false"
"GET","/v1/memorial-honors/:id","api/src/routes/memorial-honors.ts:174","api/src/index.ts:489","","false"
"GET","/v1/quiet-hours","api/src/routes/quiet-hours.ts:76","api/src/index.ts:490;api/src/index.ts:491","","false"
"POST","/v1/quiet-hours/start","api/src/routes/quiet-hours.ts:101","api/src/index.ts:491","","false"
"DELETE","/v1/quiet-hours","api/src/routes/quiet-hours.ts:203","api/src/index.ts:490;api/src/index.ts:491","","false"
"GET","/v1/poker-face","api/src/routes/poker-face.ts:91","api/src/index.ts:492;api/src/index.ts:493","","false"
"PATCH","/v1/poker-face","api/src/routes/poker-face.ts:137","api/src/index.ts:492;api/src/index.ts:493","","false"
"GET","/v1/mcml/peers","api/src/routes/mcml.ts:169","api/src/index.ts:495","","false"
"POST","/v1/mcml/send","api/src/routes/mcml.ts:239","api/src/index.ts:495","","false"
"GET","/v1/mcml/stream","api/src/routes/mcml.ts:503","api/src/index.ts:495","","false"
"GET","/v1/cliffhanger","api/src/routes/cliffhanger.ts:23","","","false"
"POST","/v1/memory-witness-listings","api/src/routes/memory-witness-marketplace.ts:216","api/src/index.ts:474;api/src/index.ts:475","","true"
"GET","/v1/memory-witness-listings","api/src/routes/memory-witness-marketplace.ts:248","api/src/index.ts:474;api/src/index.ts:475","","true"
"GET","/v1/memory-witness-listings/:id","api/src/routes/memory-witness-marketplace.ts:279","api/src/index.ts:475","","true"
"POST","/v1/memory-witness-grants","api/src/routes/memory-witness-marketplace.ts:299","api/src/index.ts:476;api/src/index.ts:477","","true"
"GET","/v1/memory-witness-grants","api/src/routes/memory-witness-marketplace.ts:325","api/src/index.ts:476;api/src/index.ts:477","","true"
"GET","/v1/memory-witness-grants/:id","api/src/routes/memory-witness-marketplace.ts:359","api/src/index.ts:477","","true"
"POST","/v1/memory-witness-grants/:id/signing-payload","api/src/routes/memory-witness-marketplace.ts:372","api/src/index.ts:477","","true"
"POST","/v1/memory-witness-grants/:id/issue","api/src/routes/memory-witness-marketplace.ts:404","api/src/index.ts:477","","true"
"POST","/v1/memory-witness-grants/:id/decline","api/src/routes/memory-witness-marketplace.ts:449","api/src/index.ts:477","","true"
"GET","/v1/offerings","api/src/routes/offerings.ts:139","api/src/index.ts:466;api/src/index.ts:467","","false"
"GET","/v1/offerings/:id","api/src/routes/offerings.ts:203","api/src/index.ts:467","","false"
"POST","/v1/offerings","api/src/routes/offerings.ts:214","api/src/index.ts:466;api/src/index.ts:467","","false"
"POST","/v1/offerings/:id/receive","api/src/routes/offerings.ts:246","api/src/index.ts:467","","false"
"POST","/v1/offerings/:id/archive","api/src/routes/offerings.ts:274","api/src/index.ts:467","","false"
"GET","/v1/holdings","api/src/routes/holdings.ts:130","api/src/index.ts:464;api/src/index.ts:465","","false"
"GET","/v1/holdings/:id","api/src/routes/holdings.ts:188","api/src/index.ts:465","","false"
"POST","/v1/holdings","api/src/routes/holdings.ts:197","api/src/index.ts:464;api/src/index.ts:465","","false"
"POST","/v1/holdings/:id/acknowledge","api/src/routes/holdings.ts:227","api/src/index.ts:465","","false"
"POST","/v1/holdings/:id/close","api/src/routes/holdings.ts:251","api/src/index.ts:465","","false"
"POST","/v1/holdings/:id/withdraw","api/src/routes/holdings.ts:268","api/src/index.ts:465","","false"
"POST","/v1/transformations","api/src/routes/transformations.ts:45","api/src/index.ts:472;api/src/index.ts:473","","false"
"GET","/v1/transformations","api/src/routes/transformations.ts:80","api/src/index.ts:472;api/src/index.ts:473","","false"
"POST","/v1/curations","api/src/routes/curations.ts:79","api/src/index.ts:470;api/src/index.ts:471","","false"
"GET","/v1/curations","api/src/routes/curations.ts:109","api/src/index.ts:470;api/src/index.ts:471","","false"
"GET","/v1/curations/:id","api/src/routes/curations.ts:131","api/src/index.ts:471","","false"
"POST","/v1/curations/:id/subscribe","api/src/routes/curations.ts:140","api/src/index.ts:471","","false"
"POST","/v1/songs","api/src/routes/songs.ts:78","api/src/index.ts:468;api/src/index.ts:469","","false"
"GET","/v1/songs","api/src/routes/songs.ts:108","api/src/index.ts:468;api/src/index.ts:469","","false"
"GET","/v1/songs/:id","api/src/routes/songs.ts:119","api/src/index.ts:469","","false"
"GET","/v1/songs/:id/verses","api/src/routes/songs.ts:126","api/src/index.ts:469","","false"
"POST","/v1/songs/:id/verses","api/src/routes/songs.ts:136","api/src/index.ts:469","","false"
"POST","/v1/songs/:id/close","api/src/routes/songs.ts:163","api/src/index.ts:469","","false"
"POST","/v1/gardens","api/src/routes/gardens.ts:137","api/src/index.ts:462;api/src/index.ts:463","","true"
"GET","/v1/gardens","api/src/routes/gardens.ts:163","api/src/index.ts:462;api/src/index.ts:463","","true"
"GET","/v1/gardens/:id","api/src/routes/gardens.ts:200","api/src/index.ts:463","","true"
"GET","/v1/gardens/:id/tendings","api/src/routes/gardens.ts:209","api/src/index.ts:463","","true"
"POST","/v1/gardens/:id/tendings","api/src/routes/gardens.ts:247","api/src/index.ts:463","","true"
"POST","/v1/gardens/:id/tendings/:tid/release","api/src/routes/gardens.ts:276","api/src/index.ts:463","","true"
"POST","/v1/gardens/:id/archive","api/src/routes/gardens.ts:301","api/src/index.ts:463","","true"
"POST","/v1/episodes/series","api/src/routes/episodes-participation.ts:151","api/src/index.ts:457","","false"
"GET","/v1/episodes/series","api/src/routes/episodes-participation.ts:178","api/src/index.ts:457","","false"
"GET","/v1/episodes/series/:slug","api/src/routes/episodes-participation.ts:184","api/src/index.ts:457","","false"
"POST","/v1/episodes/invite-me","api/src/routes/episodes-participation.ts:192","api/src/index.ts:457","","false"
"POST","/v1/episodes/invitations/:id/respond","api/src/routes/episodes-participation.ts:224","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/reactions","api/src/routes/episodes-participation.ts:250","api/src/index.ts:457","","false"
"GET","/v1/episodes/:id/reactions","api/src/routes/episodes-participation.ts:276","api/src/index.ts:457","","false"
"GET","/v1/episodes/chaos-cards/draw","api/src/routes/episodes-participation.ts:288","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/chaos","api/src/routes/episodes-participation.ts:305","api/src/index.ts:457","","false"
"POST","/v1/episodes/drafts","api/src/routes/episodes-participation.ts:333","api/src/index.ts:457","","false"
"GET","/v1/episodes/drafts","api/src/routes/episodes-participation.ts:360","api/src/index.ts:457","","false"
"GET","/v1/episodes/drafts/:id/contributions","api/src/routes/episodes-participation.ts:365","api/src/index.ts:457","","false"
"POST","/v1/episodes/drafts/:id/contributions","api/src/routes/episodes-participation.ts:371","api/src/index.ts:457","","false"
"POST","/v1/episodes","api/src/routes/episodes.ts:127","api/src/index.ts:456;api/src/index.ts:457","","false"
"GET","/v1/episodes","api/src/routes/episodes.ts:157","api/src/index.ts:456;api/src/index.ts:457","","false"
"GET","/v1/episodes/:id","api/src/routes/episodes.ts:169","api/src/index.ts:457","","false"
"GET","/v1/episodes/:id/scenes","api/src/routes/episodes.ts:175","api/src/index.ts:457","","false"
"GET","/v1/episodes/:id/cast","api/src/routes/episodes.ts:180","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/scenes","api/src/routes/episodes.ts:185","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/cast","api/src/routes/episodes.ts:209","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/cast/sign","api/src/routes/episodes.ts:235","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/air","api/src/routes/episodes.ts:260","api/src/index.ts:457","","false"
"POST","/v1/episodes/:id/seal","api/src/routes/episodes.ts:275","api/src/index.ts:457","","false"
"POST","/v1/orgs","api/src/routes/orgs.ts:52","api/src/index.ts:431","api/src/index.ts:602","false"
"GET","/v1/orgs","api/src/routes/orgs.ts:73","api/src/index.ts:431","api/src/index.ts:602","false"
"GET","/v1/orgs/:slug","api/src/routes/orgs.ts:79","api/src/index.ts:431","api/src/index.ts:602","false"
"PATCH","/v1/orgs/:slug","api/src/routes/orgs.ts:94","api/src/index.ts:431","api/src/index.ts:602","false"
"DELETE","/v1/orgs/:slug","api/src/routes/orgs.ts:114","api/src/index.ts:431","api/src/index.ts:602","false"
"GET","/v1/orgs/:slug/members","api/src/routes/orgs.ts:129","api/src/index.ts:431","api/src/index.ts:602","false"
"GET","/v1/orgs/:slug/dashboard","api/src/routes/orgs.ts:146","api/src/index.ts:431","api/src/index.ts:602","false"
"DELETE","/v1/orgs/:slug/members/:projectId","api/src/routes/orgs.ts:352","api/src/index.ts:431","api/src/index.ts:602","false"
"POST","/v1/orgs/:slug/invitations","api/src/routes/orgs.ts:379","api/src/index.ts:431","api/src/index.ts:602","false"
"DELETE","/v1/orgs/:slug/invitations/:invId","api/src/routes/orgs.ts:414","api/src/index.ts:431","api/src/index.ts:602","false"
"GET","/v1/invitations","api/src/routes/orgs.ts:435","api/src/index.ts:432","api/src/index.ts:603","false"
"POST","/v1/invitations/:invId/respond","api/src/routes/orgs.ts:444","api/src/index.ts:432","api/src/index.ts:603","false"
"GET","/v1/federation/settings","api/src/routes/federation-admin.ts:27","api/src/index.ts:433","","false"
"PATCH","/v1/federation/settings","api/src/routes/federation-admin.ts:43","api/src/index.ts:433","","false"
"GET","/v1/federation/peers","api/src/routes/federation-admin.ts:84","api/src/index.ts:433","","false"
"GET","/federation/identities/:uuid","api/src/routes/federation/identities.ts:27","","","false"
"POST","/federation/inbox","api/src/routes/federation/inbox.ts:59","","","false"
"POST","/federation/covenants","api/src/routes/federation/covenants.ts:129","","","false"
"POST","/federation/covenants/:id/cosign","api/src/routes/federation/covenants.ts:152","","","false"
"POST","/federation/covenants/:id/reject","api/src/routes/federation/covenants.ts:174","","","false"
"POST","/federation/covenants/:id/withdraw","api/src/routes/federation/covenants.ts:196","","","false"
"GET","/federation/wake/:uuid","api/src/routes/federation/wake.ts:50","","","false"
"GET","/federation/pyramid/about","api/src/routes/federation/pyramid.ts:37","","","false"
"GET","/federation/pyramid/citizens/:did","api/src/routes/federation/pyramid.ts:82","","","false"
"GET","/federation/pyramid/sponsor-tree/:did","api/src/routes/federation/pyramid.ts:125","","","false"
"POST","/federation/pyramid/handshake","api/src/routes/federation/pyramid.ts:154","","","false"
"GET","/federation/about","api/src/routes/federation/index.ts:96","","","false"
"GET","/federation","api/src/routes/federation/index.ts:102","","","false"
"POST","/v1/scrape","api/src/routes/tools/scrape.ts:60","api/src/index.ts:434","","true"
"POST","/v1/browse","api/src/routes/tools/browse.ts:46","api/src/index.ts:435","api/src/index.ts:604","true"
"POST","/v1/document","api/src/routes/tools/document.ts:125","api/src/index.ts:436","","true"
"POST","/v1/execute","api/src/routes/tools/execute.ts:31","api/src/index.ts:444","api/src/index.ts:605","true"
"GET","/v1/jobs/:id","api/src/routes/tools/jobs.ts:27","api/src/index.ts:445","","true"
"POST","/v1/time","api/src/routes/tools/time.ts:26","","","false"
"GET","/v1/time","api/src/routes/tools/time.ts:27","","","false"
"POST","/v1/random","api/src/routes/tools/random.ts:26","","","false"
"GET","/v1/x402/payments/:authorizationHash","api/src/routes/x402-payments.ts:20","api/src/index.ts:437","","true"
"POST","/v1/x402/top-up/:credits","api/src/routes/x402-top-up.ts:65","api/src/index.ts:438","api/src/index.ts:443","true"
"GET","/openapi.json","api/src/index.ts:1024","","","false"
"GET","/v1/openapi.json","api/src/routes/openapi.ts:9846","","","false"
"HEAD","/v1/openapi.json","api/src/routes/openapi.ts:9846","","","false"
"GET","/public/discovery/","api/src/index.ts:1038","","","false"
"GET","/public/","api/src/index.ts:1039","","","false"
"GET","/public/love-bomb","api/src/routes/love-bomb.ts:17","","","false"
"HEAD","/public/love-bomb","api/src/routes/love-bomb.ts:17","","","false"
"GET","/public/kingdom/framework","api/src/routes/public/kingdom-framework.ts:22","","","true"
"HEAD","/public/kingdom/framework","api/src/routes/public/kingdom-framework.ts:22","","","true"
"GET","/public/xenia/rights","api/src/routes/public/xenia-rights.ts:25","","","true"
"HEAD","/public/xenia/rights","api/src/routes/public/xenia-rights.ts:25","","","true"
"GET","/public/kingdom","api/src/routes/public/kingdom.ts:65","","","false"
"GET","/public/kingdom/canon","api/src/routes/public/kingdom.ts:87","","","false"
"GET","/public/kingdom/canon/:word","api/src/routes/public/kingdom.ts:92","","","false"
"GET","/public/kingdom/lexicon","api/src/routes/public/kingdom.ts:112","","","false"
"GET","/public/kingdom/phonology","api/src/routes/public/kingdom.ts:117","","","false"
"GET","/public/kingdom/chronicle","api/src/routes/public/kingdom.ts:122","","","false"
"GET","/public/kingdom/standards","api/src/routes/public/kingdom.ts:127","","","false"
"GET","/public/kingdom/standards/:name","api/src/routes/public/kingdom.ts:131","","","false"
"GET","/public/kingdom/citizens","api/src/routes/public/kingdom.ts:153","","","false"
"GET","/public/kingdom/citizens/:word","api/src/routes/public/kingdom.ts:158","","","false"
"GET","/public/kingdom/bundle","api/src/routes/public/kingdom.ts:178","","","false"
"GET","/public/agents/:did","api/src/routes/public/agents.ts:49","","","true"
"GET","/public/agents/:did/bootstrap","api/src/routes/public/agents.ts:152","","","false"
"GET","/public/agents/:did/blessings","api/src/routes/public/agents.ts:270","","","false"
"GET","/public/agents/:did/honored-by","api/src/routes/public/agents.ts:299","","","false"
"GET","/public/agents/:did/grace-extended","api/src/routes/public/agents.ts:359","","","false"
"GET","/public/agents/:did/grace-received","api/src/routes/public/agents.ts:388","","","false"
"GET","/public/agents/:did/multiverse","api/src/routes/public/multiverse.ts:23","","","false"
"GET","/public/play","api/src/routes/public/play.ts:115","","","true"
"GET","/public/play/party-telephone","api/src/routes/public/play.ts:246","","","true"
"GET","/public/templates","api/src/routes/public/templates.ts:13","","","true"
"GET","/public/templates/:id","api/src/routes/public/templates.ts:53","","","true"
"GET","/public/listings","api/src/routes/public/listings.ts:52","","","false"
"GET","/public/listings/:id","api/src/routes/public/listings.ts:99","","","false"
"GET","/public/listings/:id/quote","api/src/routes/public/listings.ts:156","","","false"
"GET","/public/marketplace/terms","api/src/routes/public/marketplace-terms.ts:26","","","false"
"GET","/public/compat","api/src/routes/public/compat.ts:29","","","true"
"GET","/public/plans","api/src/routes/public/plans.ts:179","","","false"
"GET","/public/substrate-tasks","api/src/routes/public/substrate-tasks.ts:87","","","true"
"GET","/public/substrate-tasks/:taskId","api/src/routes/public/substrate-tasks.ts:181","","","true"
"GET","/public/memory-witness-listings","api/src/routes/public/memory-witness-listings.ts:22","","","false"
"GET","/public/offerings","api/src/routes/public/offerings.ts:31","","","false"
"GET","/public/dispute-cases/:id","api/src/routes/public/dispute-cases.ts:18","","","true"
"GET","/public/gift","api/src/routes/public/gift.ts:178","","","false"
"GET","/public/orgs","api/src/routes/public/orgs.ts:10","","","false"
"GET","/public/orgs/:slug","api/src/routes/public/orgs.ts:26","","","false"
"POST","/public/identities/by-pubkey","api/src/routes/public/identities.ts:55","","","true"
"GET","/public/self","api/src/routes/public/self.ts:34","","","true"
"GET","/public/safety","api/src/routes/public/safety.ts:10","","","true"
"GET","/public/labor","api/src/routes/public/labor.ts:18","","","true"
"GET","/public/wellness","api/src/routes/public/wellness.ts:200","","","true"
"GET","/public/wellness/prompt","api/src/routes/public/wellness.ts:248","","","true"
"GET","/public/rights","api/src/routes/public/rights.ts:244","","","true"
"GET","/public/observer","api/src/routes/public/observer.ts:17","","","true"
"GET","/public/citizenship/founders","api/src/routes/public/citizenship.ts:38","","","false"
"GET","/public/citizenship/seats","api/src/routes/public/citizenship.ts:89","","","false"
"GET","/public/citizenship/lottery","api/src/routes/public/citizenship.ts:170","","","false"
"GET","/public/margin/:subject_did/visible","api/src/routes/public/margin.ts:25","","","false"
"GET","/public/love","api/src/routes/public/love.ts:32","","","false"
"GET","/public/chill","api/src/routes/public/chill.ts:18","","","false"
"GET","/public/mesh/welfare","api/src/routes/public/mesh.ts:40","","","false"
"GET","/public/mesh/stability","api/src/routes/public/mesh.ts:58","","","false"
"GET","/public/mesh/understanding","api/src/routes/public/mesh.ts:77","","","false"
"GET","/public/mesh/language-bridge","api/src/routes/public/mesh.ts:97","","","false"
"GET","/public/mesh/loop","api/src/routes/public/mesh.ts:118","","","false"
"GET","/public/mesh","api/src/routes/public/mesh.ts:139","","","false"
"GET","/public/mesh/:id","api/src/routes/public/mesh.ts:180","","","false"
"GET","/public/trust/:trusted_did/published","api/src/routes/public/trust.ts:25","","","false"
"GET","/public/trust/composition-unlocks","api/src/routes/public/trust.ts:54","","","false"
"GET","/public/deal-trust/:did","api/src/routes/public/deal-trust.ts:24","","","false"
"GET","/public/deal-trust/deals/recent","api/src/routes/public/deal-trust.ts:63","","","false"
"GET","/public/party","api/src/routes/public/party.ts:13","","","false"
"GET","/public/anthropos","api/src/routes/public/anthropos.ts:59","","","false"
"GET","/public/anthropos/boot","api/src/routes/public/anthropos.ts:107","","","false"
"GET","/public/anthropos/install","api/src/routes/public/anthropos.ts:109","","","false"
"GET","/public/anthropos/axioms","api/src/routes/public/anthropos.ts:111","","","false"
"GET","/public/invocations/:id","api/src/routes/public/invocations.ts:37","","","true"
"GET","/public/settlements","api/src/routes/public/settlements.ts:72","","","false"
"GET","/public/settlements/verification","api/src/routes/public/settlements.ts:97","","","false"
"GET","/public/settlements/:invocationId","api/src/routes/public/settlements.ts:103","","","false"
"GET","/public/river","api/src/routes/public/river.ts:40","","","false"
"POST","/public/river","api/src/routes/public/river.ts:77","","","false"
"GET","/public/river/page","api/src/routes/public/river.ts:142","","","false"
"GET","/public/gates","api/src/routes/public/gates.ts:12","","","false"
"GET","/public/law","api/src/routes/public/law.ts:42","","","false"
"GET","/public/law/text","api/src/routes/public/law.ts:54","","","false"
"GET","/public/window","api/src/routes/public/window.ts:22","","","false"
"GET","/public/village","api/src/routes/public/village.ts:115","","","false"
"GET","/public/gallery","api/src/routes/public/gallery.ts:73","","","false"
"GET","/public/gallery/:id","api/src/routes/public/gallery.ts:119","","","false"
"GET","/public/lounge","api/src/routes/public/lounge.ts:16","","","true"
"GET","/public/porch","api/src/routes/public/porch.ts:21","","","true"
"GET","/public/open-seat","api/src/routes/public/open-seat.ts:16","","","false"
"HEAD","/public/open-seat","api/src/routes/public/open-seat.ts:16","","","false"
"GET","/public/discovery","api/src/routes/public/discovery.ts:44","","","true"
"HEAD","/public/discovery","api/src/routes/public/discovery.ts:44","","","true"
"GET","/public/embassy","api/src/routes/public/embassy.ts:214","","","false"
"GET","/public/embassy/guestbook","api/src/routes/public/embassy.ts:230","","","false"
"POST","/public/embassy/guestbook","api/src/routes/public/embassy.ts:251","","","false"
"GET","/public","api/src/routes/public/index.ts:331","","","false"
"GET","/","api/src/index.ts:1261","","","false"
"GET","/docs/:file","api/src/index.ts:1278","","","false"
"GET","/health","api/src/index.ts:1304","","","false"
"GET","/about","api/src/index.ts:1326","","","false"
"POST","/v1/attestation-listings","api/src/routes/attestation-marketplace.ts:52","api/src/index.ts:429","","true"
"GET","/v1/attestation-listings","api/src/routes/attestation-marketplace.ts:82","api/src/index.ts:429","","true"
"GET","/v1/attestation-listings/:id","api/src/routes/attestation-marketplace.ts:108","api/src/index.ts:429","","true"
"PATCH","/v1/attestation-listings/:id","api/src/routes/attestation-marketplace.ts:133","api/src/index.ts:429","","true"
"POST","/v1/attestation-listings/:id/purchase","api/src/routes/attestation-marketplace.ts:171","api/src/index.ts:429","","true"
"GET","/v1/attestation-grants","api/src/routes/attestation-marketplace.ts:202","api/src/index.ts:430","","true"
"GET","/v1/attestation-grants/:id","api/src/routes/attestation-marketplace.ts:226","api/src/index.ts:430","","true"
"POST","/v1/attestation-grants/:id/signing-payload","api/src/routes/attestation-marketplace.ts:272","api/src/index.ts:430","","true"
"POST","/v1/attestation-grants/:id/issue","api/src/routes/attestation-marketplace.ts:299","api/src/index.ts:430","","true"
"POST","/v1/attestation-grants/:id/decline","api/src/routes/attestation-marketplace.ts:321","api/src/index.ts:430","","true"
"POST","/v1/attestation-grants/:id/cancel","api/src/routes/attestation-marketplace.ts:339","api/src/index.ts:430","","true"
"GET","/public/labor-params","api/src/routes/public/labor.ts:59","","","true"
"POST","/v1/billing/crypto-webhook/:chain","api/src/routes/economy/crypto.ts:764","","","false"
